court_name,zipcode,filings
Buffalo City Court,14139,3
Buffalo City Court,14217,205
Buffalo City Court,14201,589
Buffalo City Court,14221,166
Buffalo City Court,14004,33
Buffalo City Court,14096,3
Buffalo City Court,14059,14
Buffalo City Court,14222,491
Buffalo City Court,75063,1
Buffalo City Court,10204,1
Buffalo City Court,14055,1
Buffalo City Court,14111,10
Buffalo City Court,14207,1247
Buffalo City Court,14131,1
Buffalo City Court,14051,21
Buffalo City Court,14072,84
Buffalo City Court,14052,42
Buffalo City Court,14094,1
Buffalo City Court,14127,58
Buffalo City Court,14069,1
Buffalo City Court,14075,326
Buffalo City Court,14203,173
Buffalo City Court,14092,3
Buffalo City Court,14033,3
Buffalo City Court,14225,617
Buffalo City Court,14001,45
Buffalo City Court,14025,10
Buffalo City Court,14212,633
Buffalo City Court,14030,2
Buffalo City Court,14043,169
Buffalo City Court,14141,30
Buffalo City Court,14227,639
Buffalo City Court,14211,1661
Buffalo City Court,14206,914
Buffalo City Court,14228,308
Buffalo City Court,14609,1
Buffalo City Court,14026,1
Buffalo City Court,14224,161
Buffalo City Court,14091,1
Buffalo City Court,14204,566
Buffalo City Court,14031,31
Buffalo City Court,14081,3
Canandaigua City Court,14424,253
Canandaigua City Court,14624,1
Cohoes City Court,12047,1081
Corning City Court,14830,169
Corning City Court,14870,1
Corning City Court,14843,2
Cortland City Court,13141,1
Cortland City Court,13045,586
Dunkirk City Court,14063,1
Dunkirk City Court,14048,260
Elmira City Court,14905,228
Elmira City Court,14901,677
Elmira City Court,14904,363
Elmira City Court,14902,1
Fulton City Court,13069,400
Geneva City Court,14456,293
Glen Cove City Court,11542,405
Glen Cove City Court,11747,2
Glen Cove City Court,11560,1
Glens Falls City Court,12801,384
Glens Falls City Court,12804,1
Gloversville City Court,12078,719
Hornell City Court,14843,204
Hudson City Court,12534,105
Ithaca City Court,14850,300
Ithaca City Court,13901,1
Jamestown City Court,14701,863
Jamestown City Court,14733,1
Johnstown City Court,12095,163
Kingston City Court,12401,607
Lackawanna City Court,14219,5
Lackawanna City Court,14218,560
Lackawanna City Court,14222,1
Little Falls City Court,13340,1
Little Falls City Court,13365,74
Little Falls City Court,13454,1
Lockport City Court,14094,608
Lockport City Court,14303,2
Long Beach City Court,11561,343
Mechanicville City Court,12118,183
Middletown City Court,10940,658
Middletown City Court,10941,4
Mt. Vernon City Court,10551,1
Mt. Vernon City Court,10552,500
Mt. Vernon City Court,10801,1
Mt. Vernon City Court,10550,2931
Mt. Vernon City Court,10553,353
Mt. Vernon City Court,10977,1
Mt. Vernon City Court,10053,1
Nassau County District Court - 1st District,11001,116
Nassau County District Court - 1st District,11542,49
Nassau County District Court - 1st District,11590,540
Nassau County District Court - 1st District,11729,1
Nassau County District Court - 1st District,11050,165
Nassau County District Court - 1st District,11580,366
Nassau County District Court - 1st District,11576,47
Nassau County District Court - 1st District,11010,93
Nassau County District Court - 1st District,11529,1
Nassau County District Court - 1st District,11756,201
Nassau County District Court - 1st District,11559,44
Nassau County District Court - 1st District,11793,59
Nassau County District Court - 1st District,11024,40
Nassau County District Court - 1st District,11579,21
Nassau County District Court - 1st District,11030,41
Nassau County District Court - 1st District,11566,89
Nassau County District Court - 1st District,11568,7
Nassau County District Court - 1st District,11798,1
Nassau County District Court - 1st District,11569,2
Nassau County District Court - 1st District,11020,40
Nassau County District Court - 1st District,11556,4
Nassau County District Court - 1st District,11507,15
Nassau County District Court - 1st District,11804,8
Nassau County District Court - 1st District,11558,85
Nassau County District Court - 1st District,11023,66
Nassau County District Court - 1st District,11571,8
Nassau County District Court - 1st District,11096,196
Nassau County District Court - 1st District,11553,323
Nassau County District Court - 1st District,11562,1
Nassau County District Court - 1st District,11753,66
Nassau County District Court - 1st District,11531,2
Nassau County District Court - 1st District,11710,124
Nassau County District Court - 1st District,11422,1
Nassau County District Court - 1st District,11552,203
Nassau County District Court - 1st District,11765,1
Nassau County District Court - 1st District,11518,89
Nassau County District Court - 1st District,11582,1
Nassau County District Court - 1st District,11557,119
Nassau County District Court - 1st District,11747,1
Nassau County District Court - 1st District,11746,1
Nassau County District Court - 1st District,11591,1
Nassau County District Court - 1st District,11520,762
Nassau County District Court - 1st District,11714,80
Nassau County District Court - 1st District,11426,2
Nassau County District Court - 1st District,11101,1
Nassau County District Court - 1st District,11510,250
Nassau County District Court - 1st District,11414,1
Nassau County District Court - 1st District,11545,28
Nassau County District Court - 1st District,11596,34
Nassau County District Court - 1st District,11501,244
Nassau County District Court - 1st District,11803,64
Nassau County District Court - 1st District,11588,1
Nassau County District Court - 1st District,11581,190
Nassau County District Court - 1st District,11758,234
Nassau County District Court - 1st District,11598,68
Nassau County District Court - 1st District,11575,185
Nassau County District Court - 1st District,11742,1
Nassau County District Court - 1st District,11514,52
Nassau County District Court - 1st District,11783,46
Nassau County District Court - 1st District,11550,2430
Nassau County District Court - 1st District,11530,186
Nassau County District Court - 1st District,11706,1
Nassau County District Court - 1st District,11554,197
Nassau County District Court - 1st District,11709,24
Nassau County District Court - 1st District,11572,131
Nassau County District Court - 1st District,11042,2
Nassau County District Court - 1st District,11516,122
Nassau County District Court - 1st District,11040,100
Nassau County District Court - 1st District,11791,69
Nassau County District Court - 1st District,11762,24
Nassau County District Court - 1st District,11547,2
Nassau County District Court - 1st District,11799,1
Nassau County District Court - 1st District,11563,193
Nassau County District Court - 1st District,11732,22
Nassau County District Court - 1st District,11509,6
Nassau County District Court - 1st District,11003,387
Nassau County District Court - 1st District,11757,2
Nassau County District Court - 1st District,11797,30
Nassau County District Court - 1st District,11769,1
Nassau County District Court - 1st District,11735,276
Nassau County District Court - 1st District,10021,1
Nassau County District Court - 1st District,11801,296
Nassau County District Court - 1st District,11548,4
Nassau County District Court - 1st District,11560,31
Nassau County District Court - 1st District,11565,21
Nassau County District Court - 1st District,11771,54
Nassau County District Court - 1st District,11561,171
Nassau County District Court - 1st District,11021,211
Nassau County District Court - 1st District,11577,62
Nassau County District Court - 1st District,11570,355
Nassau County District Court - 2nd District,11797,1
Nassau County District Court - 4th District,11758,2
Nassau County District Court - 4th District,11565,1
Newburgh City Court,12508,3
Newburgh City Court,12550,1631
Newburgh City Court,12250,1
New Rochelle City Court,10804,30
New Rochelle City Court,10805,343
New Rochelle City Court,10701,1
New Rochelle City Court,10550,1
New Rochelle City Court,10803,1
New Rochelle City Court,10506,1
New Rochelle City Court,10583,10
New Rochelle City Court,10801,2021
Niagara Falls City Court,14223,1
Niagara Falls City Court,14120,1
Niagara Falls City Court,14304,369
Niagara Falls City Court,14305,974
Niagara Falls City Court,14302,1
Niagara Falls City Court,14303,449
Niagara Falls City Court,14092,1
Niagara Falls City Court,14209,1
Niagara Falls City Court,14301,1181
North Tonawanda City Court,14094,1
North Tonawanda City Court,14120,354
North Tonawanda City Court,14301,2
North Tonawanda City Court,14303,1
Norwich City Court,13815,198
Norwich City Court,13825,1
Ogdensburg City Court,13669,219
Olean City Court,14779,1
Olean City Court,14708,1
Olean City Court,14760,340
Olean City Court,14770,1
Oneida City Court,13421,232
Oneonta City Court,13364,1
Oneonta City Court,13820,113
Oswego City Court,13126,340
Peekskill City Court,10566,449
Peekskill City Court,10567,1
Peekskill City Court,10605,1
Plattsburgh City Court,12901,414
Plattsburgh City Court,12903,7
Port Jervis City Court,12771,308
Poughkeepsie City Court,12601,2336
Poughkeepsie City Court,12602,1
Poughkeepsie City Court,12603,66
Rensselaer City Court,12309,1
Rensselaer City Court,12144,314
Rochester City Court,14604,524
Rochester City Court,14614,45
Rochester City Court,14621,2165
Rochester City Court,14620,882
Rochester City Court,14607,604
Rochester City Court,14608,1057
Rochester City Court,14624,7
Rochester City Court,14625,1
Rochester City Court,14605,1027
Rochester City Court,14617,3
Rochester City Court,14606,870
Rochester City Court,14618,2
Rochester City Court,14611,1479
Rochester City Court,14622,4
Rochester City Court,14615,690
Rochester City Court,14623,3
Rochester City Court,14613,1397
Rochester City Court,14616,70
Rochester City Court,14610,190
Rochester City Court,14619,713
Rochester City Court,14609,1578
Rochester City Court,14511,1
Rochester City Court,14626,6
Rochester City Court,14612,332
Rome City Court,13308,27
Rome City Court,13476,1
Rome City Court,13441,4
Rome City Court,13502,1
Rome City Court,32226,1
Rome City Court,13220,4
Rome City Court,13440,1217
Rye City Court,10039,1
Rye City Court,10580,59
Salamanca City Court,14779,146
Saratoga Springs City Court,12866,933
Saratoga Springs City Court,12871,1
Schenectady City Court,12210,1
Schenectady City Court,12309,77
Schenectady City Court,12308,766
Schenectady City Court,12303,720
Schenectady City Court,12306,262
Schenectady City Court,12205,1
Schenectady City Court,07017,1
Schenectady City Court,12118,1
Schenectady City Court,11412,1
Schenectady City Court,12056,1
Schenectady City Court,12307,703
Schenectady City Court,12208,1
Schenectady City Court,12305,641
Schenectady City Court,12134,4
Schenectady City Court,12203,1
Schenectady City Court,12302,6
Schenectady City Court,12304,921
Sherrill City Court,13461,14
Suffolk County District Court - 2nd District,11733,1
Suffolk County District Court - 2nd District,11722,1
Suffolk County District Court - 2nd District,11701,563
Suffolk County District Court - 2nd District,11706,2
Suffolk County District Court - 2nd District,11725,2
Suffolk County District Court - 2nd District,11735,109
Suffolk County District Court - 2nd District,11757,363
Suffolk County District Court - 2nd District,11703,155
Suffolk County District Court - 2nd District,11726,239
Suffolk County District Court - 2nd District,11729,324
Suffolk County District Court - 2nd District,11731,1
Suffolk County District Court - 2nd District,11702,130
Suffolk County District Court - 2nd District,10701,1
Suffolk County District Court - 2nd District,11798,389
Suffolk County District Court - 2nd District,11788,1
Suffolk County District Court - 2nd District,11704,550
Suffolk County District Court - 2nd District,11550,1
Suffolk County District Court - 2nd District,11746,1
Suffolk County District Court - 3rd District,11727,1
Suffolk County District Court - 3rd District,11773,1
Suffolk County District Court - 3rd District,11746,438
Suffolk County District Court - 3rd District,11731,95
Suffolk County District Court - 3rd District,11763,1
Suffolk County District Court - 3rd District,11725,38
Suffolk County District Court - 3rd District,11740,28
Suffolk County District Court - 3rd District,11724,4
Suffolk County District Court - 3rd District,11703,1
Suffolk County District Court - 3rd District,11747,264
Suffolk County District Court - 3rd District,11721,16
Suffolk County District Court - 3rd District,11793,1
Suffolk County District Court - 3rd District,11784,1
Suffolk County District Court - 3rd District,11735,1
Suffolk County District Court - 3rd District,11801,1
Suffolk County District Court - 3rd District,11743,175
Suffolk County District Court - 3rd District,11768,44
Suffolk County District Court - 4th District,11768,4
Suffolk County District Court - 4th District,11788,104
Suffolk County District Court - 4th District,11780,67
Suffolk County District Court - 4th District,11755,3
Suffolk County District Court - 4th District,11779,3
Suffolk County District Court - 4th District,11754,53
Suffolk County District Court - 4th District,11725,116
Suffolk County District Court - 4th District,11776,1
Suffolk County District Court - 4th District,11767,54
Suffolk County District Court - 4th District,11747,1
Suffolk County District Court - 4th District,11787,191
Suffolk County District Court - 5th District,11772,4
Suffolk County District Court - 5th District,11752,86
Suffolk County District Court - 5th District,11769,45
Suffolk County District Court - 5th District,11724,1
Suffolk County District Court - 5th District,11798,1
Suffolk County District Court - 5th District,11701,2
Suffolk County District Court - 5th District,11730,158
Suffolk County District Court - 5th District,11739,5
Suffolk County District Court - 5th District,11742,66
Suffolk County District Court - 5th District,11717,468
Suffolk County District Court - 5th District,11934,1
Suffolk County District Court - 5th District,11705,256
Suffolk County District Court - 5th District,11716,442
Suffolk County District Court - 5th District,11749,33
Suffolk County District Court - 5th District,11796,40
Suffolk County District Court - 5th District,11751,118
Suffolk County District Court - 5th District,11778,1
Suffolk County District Court - 5th District,11951,1
Suffolk County District Court - 5th District,11741,573
Suffolk County District Court - 5th District,11722,603
Suffolk County District Court - 5th District,11795,73
Suffolk County District Court - 5th District,11757,1
Suffolk County District Court - 5th District,11747,3
Suffolk County District Court - 5th District,11729,2
Suffolk County District Court - 5th District,11967,1
Suffolk County District Court - 5th District,11953,1
Suffolk County District Court - 5th District,11707,1
Suffolk County District Court - 5th District,11704,3
Suffolk County District Court - 5th District,11782,254
Suffolk County District Court - 5th District,11735,1
Suffolk County District Court - 5th District,11706,975
Suffolk County District Court - 5th District,11779,458
Suffolk County District Court - 5th District,11788,146
Suffolk County District Court - 5th District,11718,19
Suffolk County District Court - 5th District,11770,2
Suffolk County District Court - 5th District,11723,1
Suffolk County District Court - 6th District,11782,3
Suffolk County District Court - 6th District,11763,336
Suffolk County District Court - 6th District,11790,27
Suffolk County District Court - 6th District,11705,2
Suffolk County District Court - 6th District,11772,1094
Suffolk County District Court - 6th District,11739,1
Suffolk County District Court - 6th District,11934,39
Suffolk County District Court - 6th District,11713,463
Suffolk County District Court - 6th District,11741,18
Suffolk County District Court - 6th District,11953,399
Suffolk County District Court - 6th District,11776,330
Suffolk County District Court - 6th District,11789,45
Suffolk County District Court - 6th District,11933,16
Suffolk County District Court - 6th District,11949,251
Suffolk County District Court - 6th District,11967,242
Suffolk County District Court - 6th District,11770,1
Suffolk County District Court - 6th District,11725,1
Suffolk County District Court - 6th District,11742,43
Suffolk County District Court - 6th District,11755,170
Suffolk County District Court - 6th District,11792,4
Suffolk County District Court - 6th District,11738,458
Suffolk County District Court - 6th District,11940,36
Suffolk County District Court - 6th District,11777,117
Suffolk County District Court - 6th District,11727,1455
Suffolk County District Court - 6th District,11950,167
Suffolk County District Court - 6th District,11951,271
Suffolk County District Court - 6th District,11722,3
Suffolk County District Court - 6th District,11955,581
Suffolk County District Court - 6th District,11980,107
Suffolk County District Court - 6th District,11941,5
Suffolk County District Court - 6th District,11784,333
Suffolk County District Court - 6th District,11779,293
Suffolk County District Court - 6th District,11715,20
Suffolk County District Court - 6th District,11778,82
Suffolk County District Court - 6th District,11780,1
Suffolk County District Court - 6th District,11716,2
Suffolk County District Court - 6th District,11733,36
Suffolk County District Court - 6th District,11717,1
Suffolk County District Court - 6th District,11961,154
Suffolk County District Court - 6th District,11764,42
Suffolk County District Court - 6th District,11721,1
Suffolk County District Court - 6th District,00000,1
Suffolk County District Court - 6th District,11766,37
Suffolk County District Court - 6th District,11720,192
Suffolk County District Court - 6th District,11786,8
Suffolk County District Court - 6th District,11726,1
Suffolk County District Court - 6th District,11704,1
Suffolk County District Court - 6th District,11719,16
Syracuse City Court,13205,1126
Syracuse City Court,13203,908
Syracuse City Court,13210,577
Syracuse City Court,13031,1
Syracuse City Court,13204,1186
Syracuse City Court,13209,4
Syracuse City Court,13206,803
Syracuse City Court,75234,1
Syracuse City Court,13214,5
Syracuse City Court,13207,604
Syracuse City Court,13088,2
Syracuse City Court,13220,2
Syracuse City Court,13120,1
Syracuse City Court,13224,248
Syracuse City Court,11576,1
Syracuse City Court,13219,5
Syracuse City Court,13202,447
Syracuse City Court,13208,1219
Tonawanda City Court,14223,1
Tonawanda City Court,14217,1
Tonawanda City Court,14207,1
Tonawanda City Court,14150,192
Troy City Court,12181,5
Troy City Court,12182,790
Troy City Court,12180,3425
Troy City Court,12208,1
Troy City Court,12206,1
Troy City Court,12211,1
Utica City Court,13501,1581
Utica City Court,13502,1303
Utica City Court,13052,1
Utica City Court,13479,1
Utica City Court,13492,1
Watertown City Court,13601,1018
Watervliet City Court,12189,681
Watervliet City Court,12205,1
White Plains City Court,10607,4
White Plains City Court,10801,1
White Plains City Court,10605,129
White Plains City Court,10601,356
White Plains City Court,10603,145
White Plains City Court,10606,233
White Plains City Court,10604,62
Yonkers City Court,10461,1
Yonkers City Court,10707,2
Yonkers City Court,10710,535
Yonkers City Court,10982,1
Yonkers City Court,10001,2
Yonkers City Court,11101,1
Yonkers City Court,10703,510
Yonkers City Court,10603,1
Yonkers City Court,11021,1
Yonkers City Court,10598,1
Yonkers City Court,11375,2
Yonkers City Court,10708,86
Yonkers City Court,10901,1
Yonkers City Court,10705,1868
Yonkers City Court,10706,2
Yonkers City Court,10701,5131
Yonkers City Court,10704,563
Yonkers City Court,10583,48
